Genome,Completeness,Contamination,medium_quality.pass,near_complete.pass,medium_quality_gunc.pass,near_complete_gunc.pass,QS50,QS50.pass,pass.GUNC,QS50_gunc.pass,classification
SRR6915198_human_gut_SB2_19,96.66,0.25,True,True,True,True,95.41,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435
SRR6915198_human_gut_SB2_2,66.48,0.43,True,False,True,False,64.33,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
SRR6915198_human_gut_SB2_21,94.25,1.98,True,True,True,True,84.35,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
SRR6915198_human_gut_SB2_26,99.93,0.21,True,True,True,True,98.88,True,True,True,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus
SRR6915198_human_gut_SB2_3,65.11,0.79,True,False,True,False,61.16,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
SRR6915198_human_gut_SB2_34,96.18,0.36,True,True,True,True,94.38,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
SRR6915198_human_gut_SB2_4,51.68,0.24,True,False,True,False,50.48,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915198_human_gut_SB2_42,64.2,0.03,True,False,True,False,64.05,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835
SRR6915198_human_gut_SB2_56,91.01,2.01,True,True,True,True,80.96000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915198_human_gut_SB2_57,91.53,0.91,True,True,True,True,86.98,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615
SRR6915198_human_gut_SB2_7,93.43,3.0,True,True,True,True,78.43,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii
SRR6915199_MB2.12,99.99,0.09,True,True,True,True,99.54,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900539195
SRR6915199_MB2.17,92.27,3.71,True,True,False,False,73.72,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
SRR6915199_MB2.28,86.06,0.18,True,False,False,False,85.16,True,False,False,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii
SRR6915199_MB2.29,87.59,3.91,True,False,True,False,68.04,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915199_MB2.32,100.0,0.89,True,True,True,True,95.55,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245
SRR6915199_MB2.39,70.06,2.41,True,False,True,False,58.010000000000005,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris
SRR6915199_MB2.45,93.63,0.08,True,True,True,True,93.23,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena
SRR6915199_MB2.49,80.11,0.84,True,False,True,False,75.91,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pullorum
SRR6915199_MB2.52,95.3,0.2,True,True,True,True,94.3,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
SRR6915199_MB2.56,99.9,0.99,True,True,True,True,94.95,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900551305
SRR6915199_MB2.65,96.54,2.85,True,True,True,True,82.29,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915199_MB2.7,90.7,4.28,True,True,False,False,69.3,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915199_MB2.8,83.55,1.55,True,False,True,False,75.8,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915199_human_gut_SB2_0,59.62,0.25,True,False,True,False,58.37,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum
SRR6915199_human_gut_SB2_101_sub,97.74,0.16,True,True,True,True,96.94,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835
SRR6915199_human_gut_SB2_112,95.92,0.05,True,True,True,True,95.67,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum
SRR6915199_human_gut_SB2_118,96.1,0.0,True,True,True,True,96.1,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
SRR6915199_human_gut_SB2_13,87.59,0.84,True,False,False,False,83.39,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis
SRR6915199_human_gut_SB2_19,74.98,0.94,True,False,True,False,70.28,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475
SRR6915199_human_gut_SB2_22,84.72,2.37,True,False,False,False,72.87,True,False,False,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435475
SRR6915199_human_gut_SB2_23,99.98,0.93,True,True,True,True,95.33,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B
SRR6915199_human_gut_SB2_25_sub,81.9,0.24,True,False,True,False,80.7,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915199_human_gut_SB2_26,82.85,3.68,True,False,False,False,64.44999999999999,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
SRR6915199_human_gut_SB2_28,99.92,1.6,True,True,False,False,91.92,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza_A
SRR6915199_human_gut_SB2_2_sub,82.11,1.07,True,False,False,False,76.76,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655
SRR6915199_human_gut_SB2_3,67.32,2.76,True,False,True,False,53.52,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila
SRR6915199_human_gut_SB2_34_sub,83.9,0.04,True,False,True,False,83.7,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
SRR6915199_human_gut_SB2_35_sub,93.25,1.81,True,True,True,True,84.2,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335
SRR6915199_human_gut_SB2_36,90.85,0.16,True,True,True,True,90.05,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis
SRR6915199_human_gut_SB2_40,53.06,0.66,True,False,True,False,49.760000000000005,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis
SRR6915199_human_gut_SB2_48,99.6,3.6,True,True,True,True,81.6,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis
SRR6915199_human_gut_SB2_52,95.16,1.44,True,True,True,True,87.96,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
SRR6915199_human_gut_SB2_5_sub,51.98,0.94,True,False,True,False,47.28,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
SRR6915199_human_gut_SB2_80,89.61,0.42,True,False,True,False,87.51,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595
SRR6915199_human_gut_SB2_81,82.07,2.24,True,False,False,False,70.86999999999999,True,False,False,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis
SRR6915199_human_gut_SB2_99,98.1,1.06,True,True,True,True,92.8,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385
SRR6915200_MB2.11,95.77,3.49,True,True,False,False,78.32,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza_A
SRR6915200_MB2.12,78.28,3.4,True,False,False,False,61.28,True,False,False,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis
SRR6915200_MB2.13,91.88,2.97,True,True,True,True,77.03,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis
SRR6915200_MB2.15_sub,52.18,0.52,True,False,True,False,49.58,True,True,True,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001072385
SRR6915200_MB2.18_sub,84.88,3.07,True,False,True,False,69.53,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis
SRR6915200_MB2.21_sub,75.7,1.41,True,False,False,False,68.65,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915200_MB2.22_sub,57.94,9.91,True,False,False,False,8.39,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
SRR6915200_MB2.23,67.68,1.19,True,False,True,False,61.73,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous
SRR6915200_MB2.25,52.99,1.1,True,False,False,False,47.49,True,False,False,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis
SRR6915200_MB2.27,92.31,0.27,True,True,True,True,90.96,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
SRR6915200_MB2.2_sub,80.53,3.19,True,False,True,False,64.58,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa
SRR6915200_MB2.30_sub,87.46,2.15,True,False,True,False,76.71,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia huaianensis
SRR6915200_MB2.35,61.25,0.27,True,False,False,False,59.9,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum
SRR6915200_MB2.37,92.17,0.76,True,True,True,True,88.37,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B
SRR6915200_MB2.3_sub,63.41,1.17,True,False,False,False,57.56,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens
SRR6915200_MB2.49,91.13,0.1,True,True,True,True,90.63,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
SRR6915200_MB2.5,78.03,0.04,True,False,False,False,77.83,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis
SRR6915200_MB2.50,99.42,3.48,True,True,True,True,82.02000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus
SRR6915200_MB2.51_sub,94.36,2.43,True,True,False,False,82.21,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
SRR6915200_MB2.56,89.58,0.99,True,False,True,False,84.63,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus
SRR6915200_MB2.58,97.47,0.15,True,True,True,True,96.72,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975
SRR6915200_MB2.65,92.37,2.54,True,True,True,True,79.67,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A
SRR6915200_MB2.76,87.98,0.22,True,False,True,False,86.88000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis
SRR6915200_human_gut_SB2_10,82.03,0.19,True,False,True,False,81.08,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
SRR6915200_human_gut_SB2_111,72.49,9.11,True,False,True,False,26.94,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945
SRR6915200_human_gut_SB2_12,91.48,6.84,True,False,True,False,57.28,True,True,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985
SRR6915200_human_gut_SB2_146,98.7,0.49,True,True,True,True,96.25,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915200_human_gut_SB2_165,98.88,1.21,True,True,True,True,92.83,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis
SRR6915200_human_gut_SB2_19,83.03,1.92,True,False,True,False,73.43,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000431675
SRR6915200_human_gut_SB2_197,99.95,0.51,True,True,True,True,97.4,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii
SRR6915200_human_gut_SB2_20,98.75,0.11,True,True,True,True,98.2,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835
SRR6915200_human_gut_SB2_21,78.52,3.54,True,False,True,False,60.81999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915200_human_gut_SB2_23,92.32,1.49,True,True,False,False,84.86999999999999,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915200_human_gut_SB2_24,66.54,2.01,True,False,False,False,56.49000000000001,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus
SRR6915200_human_gut_SB2_243_sub,86.6,0.77,True,False,True,False,82.75,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris
SRR6915200_human_gut_SB2_3,85.81,5.88,True,False,True,False,56.41,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum
SRR6915200_human_gut_SB2_35,62.42,0.93,True,False,False,False,57.77,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis
SRR6915200_human_gut_SB2_4,61.38,0.99,True,False,True,False,56.43,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens avicola
SRR6915200_human_gut_SB2_40,80.35,4.26,True,False,False,False,59.05,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans
SRR6915200_human_gut_SB2_41,77.83,6.93,True,False,False,False,43.18,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
SRR6915200_human_gut_SB2_42,86.16,0.06,True,False,True,False,85.86,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis
SRR6915200_human_gut_SB2_46,69.01,5.34,True,False,True,False,42.31,True,True,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
SRR6915200_human_gut_SB2_47,92.85,0.66,True,True,True,True,89.55,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti
SRR6915200_human_gut_SB2_49,99.82,0.25,True,True,True,True,98.57,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intestinigallinarum
SRR6915200_human_gut_SB2_50,98.72,2.32,True,True,True,True,87.12,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900757655
SRR6915200_human_gut_SB2_52,99.99,1.0,True,True,True,True,94.99,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
SRR6915200_human_gut_SB2_53_sub,87.83,3.52,True,False,False,False,70.22999999999999,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes
SRR6915200_human_gut_SB2_57,97.06,4.81,True,True,True,True,73.01,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis
SRR6915200_human_gut_SB2_58_sub,84.3,0.59,True,False,True,False,81.35,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915200_human_gut_SB2_59,72.98,0.37,True,False,True,False,71.13000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis
SRR6915200_human_gut_SB2_66,75.33,4.62,True,False,True,False,52.23,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
SRR6915200_human_gut_SB2_71,55.54,0.81,True,False,False,False,51.49,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii
SRR6915200_human_gut_SB2_87_sub,87.69,1.54,True,False,True,False,79.99,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena
SRR6915200_human_gut_SB2_94,82.13,0.44,True,False,True,False,79.92999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000435755
SRR6915200_human_gut_SB2_96,99.75,0.35,True,True,True,True,98.0,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
SRR6915201_MB2.1,83.38,2.03,True,False,True,False,73.22999999999999,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus massiliensis
SRR6915201_MB2.10,79.51,4.73,True,False,True,False,55.86,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
SRR6915201_MB2.13,95.16,0.55,True,True,True,True,92.41,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900539765
SRR6915201_MB2.16_sub,50.31,4.36,True,False,False,False,28.51,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea symbiosa
SRR6915201_MB2.18,99.99,0.0,True,True,True,True,99.99,True,True,True,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis
SRR6915201_MB2.2,95.5,0.78,True,True,True,True,91.6,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A bennonis
SRR6915201_MB2.22,85.02,1.56,True,False,True,False,77.22,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans
SRR6915201_MB2.3,89.4,5.63,True,False,True,False,61.25000000000001,True,True,False,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia
SRR6915201_MB2.30,92.79,0.0,True,True,True,True,92.79,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp900545885
SRR6915201_human_gut_SB2_12_sub,76.37,5.17,True,False,True,False,50.52,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi
SRR6915201_human_gut_SB2_13,88.33,1.34,True,False,True,False,81.63,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdavium
SRR6915201_human_gut_SB2_15,99.91,0.06,True,True,True,True,99.61,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A somerae
SRR6915201_human_gut_SB2_16,92.8,0.04,True,True,True,True,92.6,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515
SRR6915201_human_gut_SB2_20,99.99,0.0,True,True,True,True,99.99,True,True,True,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa
SRR6915201_human_gut_SB2_22,84.23,0.84,True,False,True,False,80.03,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR6915201_human_gut_SB2_25,88.53,0.72,True,False,True,False,84.93,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis
SRR6915201_human_gut_SB2_3,88.22,0.46,True,False,True,False,85.92,True,True,True,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
